0.45935,0.37552,0.30907,0.27497,0.1721
0.46136,0.37572,0.30956,0.27513,0.17093
0.46275,0.37572,0.31044,0.27492,0.17045
0.4633,0.37544,0.3117,0.27436,0.17061
0.46386,0.37491,0.31308,0.2735,0.17114
0.4653,0.37431,0.31432,0.27243,0.17171
0.46717,0.37376,0.31548,0.27127,0.17221
0.46809,0.37331,0.31667,0.27007,0.17279
0.46767,0.37302,0.31769,0.2689,0.17364
0.46699,0.37308,0.31829,0.2679,0.17471
0.46741,0.37353,0.31872,0.26719,0.17573
0.46908,0.37425,0.3196,0.26679,0.17646
0.47056,0.37499,0.32117,0.26657,0.17685
0.4704,0.37549,0.32299,0.26634,0.17702
0.46883,0.37569,0.32455,0.26608,0.17716
0.46733,0.37575,0.32573,0.26593,0.17749
0.46661,0.37582,0.32666,0.26598,0.17813
0.46586,0.37574,0.32736,0.26631,0.17898
0.46386,0.37524,0.32773,0.267,0.17976
0.4605,0.37418,0.32783,0.2681,0.18031
0.45705,0.37274,0.32795,0.26944,0.18075
0.45484,0.37126,0.32837,0.27068,0.18131
0.45383,0.37006,0.32903,0.27161,0.18212
0.45274,0.36934,0.3296,0.27233,0.18309
0.45065,0.36907,0.33002,0.27303,0.18406
0.44808,0.36915,0.33048,0.27375,0.18494
0.4462,0.36952,0.33096,0.27442,0.18568
0.44512,0.37023,0.33118,0.27491,0.18643
0.44393,0.37128,0.33092,0.27513,0.18746
0.44213,0.37259,0.33023,0.27511,0.18887
0.44022,0.37399,0.32933,0.27518,0.19038
0.43878,0.37536,0.32846,0.27576,0.19151
0.43771,0.3767,0.32779,0.27695,0.19212
0.43646,0.37811,0.3274,0.27843,0.19244
0.43453,0.37967,0.32711,0.27977,0.19268
0.43199,0.38141,0.32653,0.28081,0.19286
0.42952,0.38329,0.32545,0.28178,0.19284
0.42787,0.38516,0.32418,0.28293,0.19248
0.42713,0.38683,0.3231,0.28424,0.19173
0.42664,0.38818,0.32216,0.28543,0.19062
0.42564,0.38918,0.32099,0.28636,0.18931
0.42398,0.38976,0.31944,0.28707,0.18794
0.422,0.3898,0.3177,0.28758,0.18661
0.41993,0.38926,0.31607,0.28777,0.1854
0.418,0.3884,0.31485,0.28758,0.18436
0.41665,0.38757,0.31415,0.28705,0.18346
0.41614,0.38691,0.31379,0.28644,0.18263
0.41585,0.38633,0.31334,0.28611,0.18189
0.41482,0.38575,0.3125,0.28621,0.18122
0.41283,0.38523,0.31126,0.28655,0.18051
0.41057,0.3849,0.30995,0.28667,0.17973
0.40884,0.38481,0.30894,0.28634,0.17909
0.40791,0.38479,0.30831,0.28575,0.17881
0.40739,0.38455,0.3078,0.28515,0.1788
0.40669,0.38397,0.30701,0.28454,0.17875
0.40561,0.38309,0.30573,0.28384,0.17842
0.4044,0.38202,0.30402,0.2832,0.17783
0.40327,0.38076,0.30213,0.28295,0.17715
0.40231,0.37931,0.30036,0.28322,0.17656
0.40195,0.37776,0.29872,0.28379,0.17609
0.40276,0.37621,0.29709,0.28438,0.17564
0.40467,0.3747,0.29542,0.28497,0.17512
0.40713,0.37322,0.29382,0.2857,0.17461
0.40988,0.37196,0.29244,0.28653,0.1742
0.41294,0.37112,0.29134,0.28722,0.17399
0.41607,0.37075,0.29058,0.28754,0.17401
0.41886,0.37065,0.29026,0.28757,0.17412
0.42116,0.37065,0.29046,0.28765,0.1741
0.42316,0.37057,0.29111,0.28795,0.17388
0.42519,0.37018,0.29202,0.28826,0.17363
0.42743,0.36933,0.29298,0.28825,0.17361
0.4299,0.36815,0.29382,0.28802,0.17396
